,WT_HTB-22,WT_HTB-123,WT_HTB-25,WT_CRL-1897,MUT_HCC1187,MUT_HCC1419,MUT_HCC1954,MUT_HCC2157,MUT_HCC2998,MUT_MFM-SS3
CDKN2A,1.223634104,1.242305318,-0.87926072,1.439423854,1.654700917,1.923663672,2.100189596,-1.191994776,0.057456066,0.789092209
CDKN2A,0.133978557,1.714859552,2.715820692,2.007517667,1.102369585,1.417177748,2.529821197,1.019560174,2.226279172,1.011204899
CDKN1C,1.135420057,1.371887227,0.858140617,-2.900753476,0.0668564,-0.597552958,-0.644270633,2.65592346,1.805672778,-1.4520848
CDKN1B,1.503600294,1.230772036,2.297140099,1.368988427,1.429081369,0.843093028,1.918231046,2.288964003,0.763051207,1.985747278
CDKN1A,0.770451941,0.664438864,-5.243517488,-0.668306095,1.709136384,1.58342845,1.204006988,-8.526231406,-0.367502517,-0.04680198
CDKL5,-2.001880874,-0.990071858,-1.803251841,-0.456430037,-1.748846973,-3.16678179,0.764300015,-3.066950699,-1.14342031,1.505015671
CDKL4,1.15417692,1.292115987,-1.06937292,1.402424423,1.700113142,1.875985449,2.247835466,-1.725038053,0.542901574,0.393899329
CDKL3,-2.701880152,-0.078871622,0.464304154,-0.422753684,0.0523556,-1.538114927,-0.712910673,-1.724871301,-0.756660315,-0.081652726
CDKL2,-0.320250497,0.433286819,1.67891322,0.126302874,1.284538786,1.05667933,-0.688330898,0.563332435,0.217354531,-0.047607156
CDKL1,1.176284904,1.581359219,1.48108542,1.531731808,1.863120771,2.167227526,2.333006644,-0.100384814,1.585417329,0.296709499
CDK9,1.151239444,1.400879256,1.551355243,1.902464243,1.996448165,2.184248444,2.482425247,0.21023106,1.554616657,1.012904409
CDK8,0.943152111,0.750093847,2.036791173,1.859764703,1.445608813,0.609802424,1.288669623,2.450990643,2.482884111,0.583971273
CDK7,0.930425387,1.117527777,0.600650793,-3.466729919,-0.301060476,-0.638018451,-0.768184911,1.333633207,1.368198066,-1.23379392
CDK6,0.586747649,-0.858909421,-1.590007088,0.408433947,0.569763579,-0.189946655,-0.665850418,-0.4590566,-0.66558316,-0.319191782
CDK5R2,-2.02836565,0.149794048,-1.631417853,0.544718457,-2.196694052,-1.474195256,0.402297356,1.066243234,-0.897664119,-0.60987924
CDK5R1,-0.838801767,1.480762703,0.392502955,2.006147896,1.078924665,-0.487847973,0.832472818,3.799656259,-1.512546237,-0.125317994
CDK5,0.88044176,0.42930311,0.724384484,1.088336128,1.312578649,-0.777200653,2.299761059,0.081236206,0.121241819,2.246544105
CDK4,1.665232717,-0.714284283,0.215306996,-0.7013019,1.28318737,-2.138504148,0.485444425,1.1691178,0.714054639,-0.1063665
CDK3,1.210646548,1.62703305,0.799646004,1.912803315,1.62417394,2.164871962,2.418615298,-0.299188729,1.62461043,1.267642433
CDK2,1.091912406,0.432450365,1.475428105,-0.032158748,1.130653102,1.726240266,1.67760448,0.367556463,-0.443721706,-0.523183488
CDK11,-0.020357388,-0.600592087,1.178583472,0.421039656,0.353665925,0.93858279,-0.002645877,0.2889865,-0.833124026,1.135203161
CDK10,-0.844031709,-1.264074967,-1.786325777,-1.20591414,-1.747404344,-1.194284738,-0.963196833,-1.692909853,-1.399444179,-0.867035099
CDH1,-0.959213081,-0.569305209,0.775914424,0.497630508,-0.020376684,-0.175480305,0.636338187,-0.281784237,0.664924648,-0.820474916
CDC7,1.458676831,1.100010234,0.118894664,-0.557770465,0.363559807,0.025397165,0.042923321,1.447481136,1.081246328,-0.214811179
CDC42BPB,1.613471625,1.443145423,-0.208143806,-2.539853892,0.085698641,-0.447721456,-0.395851706,1.941376142,1.046851038,-0.949185915
CDC42BPA,1.69980497,-1.006376533,-4.267182317,-0.295545201,-0.935949002,-0.289923612,0.805965037,-3.419575541,-1.144313968,0.254859509
CDC2L5,1.211684275,0.736458237,-0.129237221,1.802179164,2.035757613,1.620579217,2.317960358,-0.790881663,0.200421736,0.644864747
CDC2L2,1.936590957,1.003143614,0.844763883,0.183975248,0.721899848,0.621805348,0.867587518,1.607098548,0.919154821,1.520087141
CDC2L1,1.207983308,1.315291248,0.975163258,1.888833182,1.781876611,2.229259493,2.486988511,-0.313232285,0.790406013,0.621387792
CDC2,1.933708451,1.054640631,-1.205689594,1.37624611,2.00726084,1.708168065,2.147138583,-1.313030909,0.266841631,0.653911726
CDADC1,0.214777676,0.427311964,0.661770368,0.317802031,-0.109362485,-0.292316216,0.320187236,-0.697081279,2.807376632,-0.136873926
CCRK,1.088352247,0.716824063,1.60482042,-2.573739472,0.0503645,0.03137138,-0.518013557,0.5609693,0.986818073,-0.525660898
CASK,0.029085938,-5.342114386,-1.729240564,-0.465472244,-0.603941927,-0.261211146,-0.929987845,-5.2120241,-1.891378036,-1.270991515
CARKL,-0.149254279,1.65549945,1.448519971,1.227074518,1.102125065,0.76098808,1.360019471,2.812836397,0.993144864,-0.263781406
CAMKK2,1.221241762,0.715710815,-0.104450208,0.213162707,1.110700746,-0.333555285,0.803967058,0.499194995,0.58910709,0.116900674
CAMKK1,-0.146539768,3.04779414,2.323868375,-2.162990373,0.744427337,-0.551067436,0.766782137,1.657417527,1.469458946,1.326559207
CAMKK1,-1.671770645,-1.716748491,-0.444253962,-1.693142177,-0.282360457,-1.611077682,-0.518598535,-1.293123344,-2.525303692,-1.677800225
CAMKIINALPHA,0.800104278,1.519436898,-1.072917766,-2.979962312,0.277990885,-0.951326887,-0.514026844,-0.176556575,-3.233317855,1.153348516
CAMK4,-1.226942629,-0.933598918,-1.448639821,0.38951497,-0.517650973,-1.784541116,-0.375795315,-0.970950208,-0.239398588,-0.610451856
CAMK2G,-0.086640851,-1.430857217,-0.298581006,0.04615936,-2.819729418,1.107306746,1.03964569,0.526643528,-1.001722191,-0.887251304
CAMK2D,1.282930641,0.161782088,0.004663685,0.938873694,1.19471185,0.733414765,-2.255396766,0.407362284,2.093427173,0.815875037
CAMK2B,2.094526886,-2.939885457,-0.009050535,0.864298061,2.47721713,2.516816306,2.314374574,-9.000090886,-1.033328336,0.920448357
CAMK2A,0.993828219,0.802809682,0.609832868,-2.845279926,0.218349921,-0.166200798,-0.358648719,0.932385895,-0.106584637,-0.610177932
CAMK1G,-4.301193729,-6.029825787,-7.42471859,-9.991163747,-3.28247549,-3.1444625,-7.061927449,-16.23602741,-7.734354253,-6.062534056
CAMK1D,-8.117999893,-8.533408762,-13.52378974,-7.241266525,-8.495029642,-4.736680781,-11.48832909,-14.36668983,-7.111830097,-11.44247648
CAMK1,-1.855519511,-1.173170471,-2.27191324,-3.930727882,-2.688741116,-3.262552578,-0.957964249,-4.405738735,-1.939163313,-1.178867527
CALM3,1.14111865,1.598362175,0.974061463,1.718903304,1.865960659,2.020707603,2.184100404,0.522776725,0.86676681,0.963098877
CALM2,0.769883448,-3.754382968,0.990597501,-2.944440129,-3.332657851,0.055748273,-0.974948503,-0.449297594,-4.006084363,0.343665746
CALM1,-1.990145853,1.395866478,-1.030196985,-0.087455877,-0.955982571,-0.881431877,-0.877237195,0.194660744,0.036088739,-0.526736125
C9ORF96,-1.384501609,2.591550046,1.950566087,1.611463877,0.486141956,-0.678679091,2.429096974,2.074149939,2.092178349,1.392664332
C9ORF12,-2.122332185,-1.724091185,-0.699002655,-0.147883098,-2.26260956,-1.265054839,-0.82251974,-1.135054581,-1.917307668,-0.00985978
C7ORF2,0.423967144,3.39107743,0.094434944,-1.865371327,0.37948371,-0.304011838,0.459225662,1.52268825,0.314673521,0.069941966
C14ORF20,0.832365447,-2.917616887,1.967399095,0.333251973,0.683719971,0.263209993,0.892967967,-0.540169,-1.383034344,1.053026615
C10ORF89,0.698714432,0.555405829,0.025155929,0.096670859,1.516820535,0.793885254,1.074118772,-0.06239917,-1.13457098,0.209618668
BUB1B,-2.02108776,0.602421671,0.621878742,-0.458808129,-1.126501858,-1.665383891,1.116624619,-0.102389468,-0.171134111,0.545513882
BUB1B,-3.420615647,-0.615694802,-4.816021521,-1.603598455,-2.617857564,-2.380036243,-4.742647069,-2.863299854,0.943968882,-3.227349695
BUB1,-6.963107654,-7.587567379,-12.84915817,-6.671888229,-8.194249432,-3.01998237,-9.292444705,-12.73400791,-7.727374706,-11.51016095
BTK,0.68914592,3.308987518,1.621242256,1.257483881,1.569972931,2.031400426,0.843790951,3.30145294,1.757819134,0.363605336
BRIP1,0.798565794,0.891732762,0.660701603,-2.514036143,-0.241422422,-0.418880321,-0.616699816,0.329631069,1.27211578,-1.070375287
BRDT,-1.220982686,0.407389459,0.745754459,-1.020692993,-1.326865161,0.990300517,1.090151371,0.267122204,-1.691139457,-1.443855406
BRD4,1.1350099,1.752505472,0.647358839,2.221016347,1.748225845,2.177367437,2.580570387,0.285302218,1.084867153,1.076074314
BRD3,-0.273298732,-2.091337695,0.102969796,0.138149124,-3.311043419,0.668034339,0.384399045,0.245762492,-1.547282286,-0.180938993
BRD2,-0.498898791,3.348305093,2.513744223,-2.374476868,0.413441066,-0.279930562,0.428819423,2.54793097,1.120891692,0.94387535
BRCA2,0.799573144,-1.678591036,0.649119224,0.093028118,1.734470382,-2.018525125,-1.618381524,-0.525417204,0.859322182,0.846874091
BRCA1,0.307133461,0.617510973,0.569204208,0.622549172,0.036034454,0.195913416,1.459797388,1.463564531,-0.780366215,0.542748897
BRAF,-0.495748114,-3.11055573,0.338325936,-1.140753831,-0.152950624,-0.619569691,-4.91163959,0.074046113,-2.977333493,1.233352654
BMX,1.640628056,2.216093176,0.059892822,-3.258678152,-0.147905123,-0.546581602,-0.767240684,2.149945936,0.759524678,-1.085635288
BMPR2,0.780351442,1.101046698,2.274086429,-3.524828326,-0.463116406,-0.463445912,-0.804090866,1.564853912,1.490952951,-1.007921253
BMPR1B,1.690840397,1.444002828,-0.248917622,-2.559092998,0.183187994,-0.416941536,-0.539844251,1.256489813,0.293870905,-0.744976777
BMPR1A,-2.067341293,1.538055191,0.840617198,1.817511237,-0.134012998,1.19529119,1.890736564,-0.284798498,1.104023586,-1.054645595
BMPR1A,0.99784798,-2.131664385,-3.354385092,-2.05931224,0.256473194,0.32467216,-0.075166655,-8.345627504,-0.746613644,-0.257900946
BMP2K,-1.423866202,-3.214126416,0.271620601,-1.432180537,-2.795707306,-3.16737032,-0.750435511,0.325710948,-2.139867786,0.331332486
BLM,1.306105876,1.157600148,0.982902137,1.780995734,1.638877688,2.219734837,2.371230222,-0.2488975,0.971794587,0.614431634
BLK,-0.217378361,3.343945503,2.282217583,-2.199972816,0.782740587,-0.387448121,0.628230447,2.431240713,1.062428557,0.852815472
BHD,-0.8435439,-0.74258064,-1.15805977,0.683295518,-0.927664856,-0.47806749,-1.682278169,0.471402918,-1.275104387,0.512992853
BCR,0.202318479,-0.616627137,0.634451526,-0.877570412,0.088959426,-1.389102836,0.669857741,1.187115054,-0.77462642,-0.486299905
BCKDK,1.16102815,1.437279835,0.201703073,1.827482273,1.762280794,2.184431527,2.38454461,-1.437022312,1.559768587,0.872581726
BAIAP1,1.812498911,-1.302722529,0.942982553,-0.029238838,2.07927423,1.26810633,0.798038942,-0.928000049,-0.558147261,-0.133416521
AXL,1.071577557,1.390195577,0.831585025,-2.780480232,-0.028699432,-0.208424383,-0.703143051,1.958902834,1.035602452,-0.820268407
AURKC,1.192000425,1.468708625,0.537808787,1.562604028,1.724465488,2.024289292,2.146273348,-0.730802756,1.104333444,0.587980742
AURKB,-1.405459144,0.278625443,0.790565986,0.428238463,-0.094906855,0.286518986,0.546452914,0.544614392,-0.502680255,-0.873394961
AURKA,0.413816483,-1.180658297,-0.771985987,-0.024001462,1.076226897,0.900486932,-0.786934822,-2.000095076,-0.346945788,-0.875963761
ATR,-7.609139872,-6.937742573,-15.49433616,-7.484382677,-8.265353524,-3.787592149,-10.52771884,-12.45281501,-6.768826073,-13.34119833
ATM,0.927670394,-3.830482723,0.089404676,-0.531281892,0.024230184,-2.365274657,-0.481164702,0.389446904,-0.760885757,-2.293831445
ATM,1.122148548,1.306406005,-0.425334045,-2.515348718,0.111971558,-0.108084703,-1.029498241,0.660886906,1.044555971,-1.068974587
ASK,0.615410548,0.162381101,0.717086158,1.831450213,1.503086585,0.371510995,1.401981434,0.030580109,1.867261213,-0.434420601
ARK5,1.304907063,0.303214557,0.517850851,0.619640427,0.206419464,0.703569931,0.286538025,0.394604966,1.856194217,0.512009499
ARAF1,0.99985864,0.746154557,-2.195217335,0.985012382,1.801004185,1.743478886,1.474538945,-7.076344232,1.512291788,0.527226701
APC,-1.001352966,0.397981891,0.185729274,0.813090754,-1.251976528,1.092258495,1.006893773,-0.151242616,-0.608940345,0.755459711
ANKRD3,1.339883102,0.844231576,-0.439547301,1.235393579,1.881731539,1.694276808,2.012510837,-1.464660448,0.333844433,0.334977389
ANKK1,-2.993889558,-6.259390466,0.670196264,-2.316536253,-3.346747192,0.359976202,-1.709429219,-3.665601297,-4.748563583,-3.862936857
AMHR2,1.048557736,1.78123446,0.712028323,-3.031841612,0.273942253,0.097067404,-1.010487408,1.750925536,1.150204837,-1.064482365
ALS2CR7,0.996548052,0.353847072,1.290045392,1.332695928,1.43850391,1.512901258,0.020036349,1.263642767,-0.225190865,2.162878507
ALS2CR2,-0.380553758,0.736385651,1.107387393,1.138421151,1.041314239,-0.090183707,1.84206172,0.995518036,-0.490431271,0.817779457
ALK,-0.740746284,0.887574431,0.64755474,-1.219862896,-0.613173895,1.172544476,-1.100660917,0.29291883,1.251530682,-1.768374959
AKT3,1.232130191,1.39042573,1.047654181,1.731793318,1.750901001,2.217922536,2.391664039,0.264042276,0.681241388,0.718138468
AKT2,-2.871070634,-1.722906492,2.721509103,-2.843485304,-0.200754309,-0.194525834,-1.003876635,-2.507481075,-1.763899347,-1.592896404
AKT1,1.626858151,1.40397883,-0.772735695,-3.022033969,0.330470359,-0.724711791,-0.644931055,0.723203848,0.175628592,-0.853721493
AK7,-2.758289899,-5.375563806,-12.67556727,-5.994441728,-4.841197514,-4.509585041,-6.171680494,-13.93316848,-2.599696856,-7.719123792
AK5,0.145200716,-0.756567814,-1.55564216,-3.774756023,0.491770038,1.099621599,-4.46343409,-2.822438495,-4.185341298,0.767686949
AK3L1,-0.359999113,3.4965497,3.155833112,-2.999253357,0.661922211,-0.223051588,0.348980372,2.647844426,0.851607092,0.828720126
AK3,-0.680758997,-1.2639444,-0.618289235,0.256047107,0.480657553,-0.625140479,-0.746309114,0.393670481,-2.308988918,-0.578898366
AK2,-2.091848626,-1.060167108,-4.664716019,0.040465818,-5.636925153,-0.784586921,-1.549271153,-2.244728038,-0.698567132,-0.597818442
AK1,1.218739416,1.748701919,1.871654348,1.884233943,1.632185628,2.221926664,2.434756812,1.18076746,1.616414517,1.032751872
AIP1,0.565745242,1.136474638,0.650829372,-0.392259751,-0.260545848,-0.486862832,0.880194332,1.351983468,0.792895147,0.707813789
ADRBK2,1.25143167,1.546520487,1.057750498,1.959616306,1.709246904,2.066025649,2.263857748,0.064427988,1.555312233,1.105511653
ADRBK1,0.826964065,1.845502309,1.323568098,1.115319919,1.271331856,1.442129759,0.493909185,1.207612732,0.967559338,2.252681061
ADP-GK,-1.144180334,0.058109194,-3.382920292,-1.302488165,-1.581954978,-0.946610189,-1.20656165,-3.069711,0.291234346,-2.068783062
ADK,0.19214292,0.745097536,1.817685463,2.102893837,-0.544241318,0.909370137,1.299961312,2.695855105,1.2274528,1.644481869
ADCK5,0.950754793,0.382257044,-3.371222187,0.228544575,1.944997885,1.541563624,1.635990222,-6.801715855,-1.799221427,0.606112237
ADCK4,1.34256041,1.331157332,0.800409574,2.124042646,1.774307735,2.164520839,2.474027905,0.03999946,0.674210706,1.228762277
ADCK2,-1.873781089,3.019037659,0.604561272,0.173965252,0.494949844,-0.658982365,0.89487628,1.311174459,0.404664246,0.502393787
ADCK1,0.168494226,3.22283801,1.412815292,-2.712968963,0.357698625,-0.652362564,0.213437398,2.483075698,0.358579679,0.431533714
ACVRL1,1.518276761,1.306603393,-1.118360612,-3.25043886,0.262408122,-0.719260089,-1.02398491,0.941952224,-0.278189715,-1.449746358
ACVR2B,0.726522611,-1.884702126,0.03009029,-1.933797223,0.211846895,1.352783477,-1.458352071,-5.070156889,-0.237242727,0.548032998
ACVR2,0.511205987,2.112943708,-1.818751743,-2.292261994,-1.302058638,0.256705308,-0.318989249,-0.876573831,1.277022956,-1.239723474
ACVR1C,-0.261352107,0.967327396,-1.71871104,-0.018205906,-2.42463297,-0.460717499,0.101149292,-0.668238671,0.686997221,1.238930662
ACVR1B,0.899974976,-0.140414136,-0.336058937,0.305407698,1.162211696,-2.756433968,0.163036666,1.251078781,1.016982998,0.270927473
ACVR1,1.104836713,1.574180491,1.296411685,1.427173587,1.862991578,2.069269064,2.214383234,-0.200077237,1.481033907,0.667735621
ABL2,-0.032448091,0.949865216,2.249024598,1.713755199,1.439184808,0.543364573,2.217665815,0.568527653,-0.032207337,2.595042664
ABL1,0.041415048,0.303681187,1.39720413,-0.241343805,0.654548893,-0.626677711,0.590130974,0.855453571,0.62051326,0.151009703
AATK,1.346807557,2.665922129,-1.419191603,2.044303497,1.110303775,1.467064209,1.72856068,0.995741056,0.06707408,1.577058231
AAK1,1.595158772,-0.742711288,-0.589924783,-2.54923292,0.936081227,1.23791705,-1.285813946,-3.346131963,-0.776823453,-0.192410307
